requested_timestamp,symbol,name,error,datetime,open,high,low,close,volume,query_timestamp
2025-11-18 01:59 UTC,GC=F,Gold Futures (GC=F),,2025-11-18 01:59 UTC,4023.5,4026.10009765625,4023.5,4024.300048828125,135,2025-11-18 01:59
2025-11-18 02:00 UTC,BTC-USD,Bitcoin / US Dollar,No data found near 2025-11-18 02:00 UTC,,,,,,,2025-11-18 02:00
2025-11-18 02:00 UTC,ETH-USD,Ethereum / US Dollar,No data found near 2025-11-18 02:00 UTC,,,,,,,2025-11-18 02:00
2025-11-18 02:00 UTC,GC=F,Gold Futures (GC=F),,2025-11-18 02:00 UTC,4024.10009765625,4024.300048828125,4021.39990234375,4021.60009765625,147,2025-11-18 02:00
2025-11-18 02:01 UTC,BTC-USD,Bitcoin / US Dollar,No data found near 2025-11-18 02:01 UTC,,,,,,,2025-11-18 02:01
2025-11-18 02:01 UTC,ETH-USD,Ethereum / US Dollar,No data found near 2025-11-18 02:01 UTC,,,,,,,2025-11-18 02:01
2025-11-18 02:01 UTC,GC=F,Gold Futures (GC=F),,2025-11-18 02:01 UTC,4021.60009765625,4022.5,4019.0,4020.800048828125,371,2025-11-18 02:01
2025-11-18 02:02 UTC,BTC-USD,Bitcoin / US Dollar,No data found near 2025-11-18 02:02 UTC,,,,,,,2025-11-18 02:02
2025-11-18 02:02 UTC,ETH-USD,Ethereum / US Dollar,No data found near 2025-11-18 02:02 UTC,,,,,,,2025-11-18 02:02
2025-11-18 02:02 UTC,GC=F,Gold Futures (GC=F),,2025-11-18 02:02 UTC,4020.89990234375,4021.5,4019.89990234375,4021.5,87,2025-11-18 02:02
2025-11-18 02:03 UTC,BTC-USD,Bitcoin / US Dollar,No data found near 2025-11-18 02:03 UTC,,,,,,,2025-11-18 02:03
2025-11-18 02:03 UTC,ETH-USD,Ethereum / US Dollar,No data found near 2025-11-18 02:03 UTC,,,,,,,2025-11-18 02:03
2025-11-18 02:03 UTC,GC=F,Gold Futures (GC=F),,2025-11-18 02:03 UTC,4022.0,4022.699951171875,4021.300048828125,4022.5,56,2025-11-18 02:03
2025-11-18 02:04 UTC,BTC-USD,Bitcoin / US Dollar,No data found near 2025-11-18 02:04 UTC,,,,,,,2025-11-18 02:04
2025-11-18 02:04 UTC,ETH-USD,Ethereum / US Dollar,No data found near 2025-11-18 02:04 UTC,,,,,,,2025-11-18 02:04
2025-11-18 02:04 UTC,GC=F,Gold Futures (GC=F),,2025-11-18 02:04 UTC,4022.89990234375,4023.10009765625,4021.0,4022.5,125,2025-11-18 02:04
2025-11-18 02:05 UTC,BTC-USD,Bitcoin / US Dollar,No data found near 2025-11-18 02:05 UTC,,,,,,,2025-11-18 02:05
