requested_timestamp,symbol,name,error,datetime,open,high,low,close,volume,query_timestamp
2025-11-25 19:56 UTC,BTC-USD,Bitcoin / US Dollar,,2025-11-25 19:56 UTC,86799.5703125,86799.5703125,86799.5703125,86799.5703125,93839360,2025-11-25 19:56
2025-11-25 19:56 UTC,ETH-USD,Ethereum / US Dollar,,2025-11-25 19:56 UTC,2919.9794921875,2919.9794921875,2919.9794921875,2919.9794921875,2934784,2025-11-25 19:56
2025-11-25 19:56 UTC,GC=F,Gold Futures (GC=F),,2025-11-25 19:56 UTC,4166.60009765625,4167.0,4129.2998046875,4166.7001953125,87990,2025-11-25 19:56
2025-11-25 19:57 UTC,BTC-USD,Bitcoin / US Dollar,,2025-11-25 19:56 UTC,86799.5703125,86799.5703125,86799.5703125,86799.5703125,93839360,2025-11-25 19:57
2025-11-25 19:57 UTC,ETH-USD,Ethereum / US Dollar,,2025-11-25 19:56 UTC,2919.9794921875,2919.9794921875,2919.9794921875,2919.9794921875,2934784,2025-11-25 19:57
2025-11-25 19:57 UTC,GC=F,Gold Futures (GC=F),,2025-11-25 19:57 UTC,4166.7998046875,4168.5,4129.7998046875,4168.0,228,2025-11-25 19:57
2025-11-25 19:58 UTC,BTC-USD,Bitcoin / US Dollar,,2025-11-25 19:58 UTC,86800.15625,86800.15625,86800.15625,86800.15625,261066752,2025-11-25 19:58
2025-11-25 19:58 UTC,ETH-USD,Ethereum / US Dollar,,2025-11-25 19:58 UTC,2918.471435546875,2918.471435546875,2918.471435546875,2918.471435546875,350251008,2025-11-25 19:58
2025-11-25 19:58 UTC,GC=F,Gold Futures (GC=F),,2025-11-25 19:58 UTC,4168.2001953125,4169.10009765625,4130.7001953125,4169.10009765625,118,2025-11-25 19:58
2025-11-25 19:59 UTC,BTC-USD,Bitcoin / US Dollar,,2025-11-25 19:59 UTC,86819.25,86819.25,86819.25,86819.25,0,2025-11-25 19:59
2025-11-25 19:59 UTC,ETH-USD,Ethereum / US Dollar,,2025-11-25 19:59 UTC,2919.510986328125,2919.510986328125,2919.510986328125,2919.510986328125,0,2025-11-25 19:59
2025-11-25 19:59 UTC,GC=F,Gold Futures (GC=F),,2025-11-25 19:59 UTC,4168.7998046875,4169.10009765625,4130.7998046875,4131.7001953125,0,2025-11-25 19:59
2025-11-25 20:00 UTC,BTC-USD,Bitcoin / US Dollar,,2025-11-25 20:00 UTC,86848.3359375,86848.3359375,86848.3359375,86848.3359375,0,2025-11-25 20:00
2025-11-25 20:00 UTC,ETH-USD,Ethereum / US Dollar,,2025-11-25 20:00 UTC,2921.421142578125,2921.421142578125,2921.421142578125,2921.421142578125,0,2025-11-25 20:00
2025-11-25 20:00 UTC,GC=F,Gold Futures (GC=F),,2025-11-25 20:00 UTC,4131.89990234375,4171.5,4131.2998046875,4169.5,88544,2025-11-25 20:00
2025-11-25 20:01 UTC,BTC-USD,Bitcoin / US Dollar,,2025-11-25 20:00 UTC,86848.3359375,86848.3359375,86848.3359375,86848.3359375,0,2025-11-25 20:01
2025-11-25 20:01 UTC,ETH-USD,Ethereum / US Dollar,,2025-11-25 20:00 UTC,2921.421142578125,2921.421142578125,2921.421142578125,2921.421142578125,0,2025-11-25 20:01
2025-11-25 20:01 UTC,GC=F,Gold Futures (GC=F),,2025-11-25 20:01 UTC,4169.7001953125,4170.7998046875,4131.89990234375,4169.2998046875,129,2025-11-25 20:01
2025-11-25 20:02 UTC,BTC-USD,Bitcoin / US Dollar,,2025-11-25 20:02 UTC,86851.125,86851.125,86851.125,86851.125,0,2025-11-25 20:02
2025-11-25 20:02 UTC,ETH-USD,Ethereum / US Dollar,,2025-11-25 20:02 UTC,2921.896484375,2921.896484375,2921.896484375,2921.896484375,0,2025-11-25 20:02
2025-11-25 20:02 UTC,GC=F,Gold Futures (GC=F),,2025-11-25 20:02 UTC,4169.7001953125,4172.0,4132.60009765625,4170.7998046875,199,2025-11-25 20:02
2025-11-25 20:03 UTC,BTC-USD,Bitcoin / US Dollar,,2025-11-25 20:03 UTC,86822.1875,86822.1875,86822.1875,86822.1875,0,2025-11-25 20:03
2025-11-25 20:03 UTC,ETH-USD,Ethereum / US Dollar,,2025-11-25 20:03 UTC,2921.390380859375,2921.390380859375,2921.390380859375,2921.390380859375,1746944,2025-11-25 20:03
2025-11-25 20:03 UTC,GC=F,Gold Futures (GC=F),,2025-11-25 20:03 UTC,4133.2998046875,4171.5,4132.89990234375,4171.5,77,2025-11-25 20:03
2025-11-25 20:04 UTC,BTC-USD,Bitcoin / US Dollar,,2025-11-25 20:04 UTC,86796.34375,86796.34375,86796.34375,86796.34375,59088896,2025-11-25 20:04
2025-11-25 20:04 UTC,ETH-USD,Ethereum / US Dollar,,2025-11-25 20:04 UTC,2922.436279296875,2922.436279296875,2922.436279296875,2922.436279296875,14034944,2025-11-25 20:04
2025-11-25 20:04 UTC,GC=F,Gold Futures (GC=F),,2025-11-25 20:04 UTC,4134.2001953125,4172.2001953125,4133.39990234375,4134.2998046875,0,2025-11-25 20:04
2025-11-25 20:05 UTC,BTC-USD,Bitcoin / US Dollar,,2025-11-25 20:05 UTC,86781.0390625,86781.0390625,86781.0390625,86781.0390625,266907648,2025-11-25 20:05
2025-11-25 20:05 UTC,ETH-USD,Ethereum / US Dollar,,2025-11-25 20:05 UTC,2921.82568359375,2921.82568359375,2921.82568359375,2921.82568359375,204052480,2025-11-25 20:05
2025-11-25 20:05 UTC,GC=F,Gold Futures (GC=F),,2025-11-25 20:05 UTC,4134.39990234375,4171.60009765625,4132.2001953125,4170.2998046875,88992,2025-11-25 20:05
2025-11-25 20:06 UTC,BTC-USD,Bitcoin / US Dollar,,2025-11-25 20:06 UTC,86750.7734375,86750.7734375,86750.7734375,86750.7734375,0,2025-11-25 20:06
2025-11-25 20:06 UTC,ETH-USD,Ethereum / US Dollar,,2025-11-25 20:06 UTC,2921.616943359375,2921.616943359375,2921.616943359375,2921.616943359375,0,2025-11-25 20:06
2025-11-25 20:06 UTC,GC=F,Gold Futures (GC=F),,2025-11-25 20:06 UTC,4133.2998046875,4170.7998046875,4132.5,4170.7998046875,61,2025-11-25 20:06
2025-11-25 20:07 UTC,BTC-USD,Bitcoin / US Dollar,,2025-11-25 20:06 UTC,86750.7734375,86750.7734375,86750.7734375,86750.7734375,0,2025-11-25 20:07
2025-11-25 20:07 UTC,ETH-USD,Ethereum / US Dollar,,2025-11-25 20:06 UTC,2921.616943359375,2921.616943359375,2921.616943359375,2921.616943359375,0,2025-11-25 20:07
2025-11-25 20:07 UTC,GC=F,Gold Futures (GC=F),,2025-11-25 20:07 UTC,4171.2001953125,4173.2998046875,4134.0,4135.2998046875,0,2025-11-25 20:07
