requested_timestamp,symbol,name,datetime,open,high,low,close,volume,query_timestamp
2025-11-25 20:50:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 20:50:00+00:00,87318.515625,87318.515625,87318.515625,87318.515625,0.0,2025-11-25 20:50:00+00:00
2025-11-25 20:52:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 20:52:00+00:00,87361.71875,87361.71875,87361.71875,87361.71875,0.0,2025-11-25 20:52:00+00:00
2025-11-25 20:53:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 20:53:00+00:00,87379.2265625,87379.2265625,87379.2265625,87379.2265625,283602944.0,2025-11-25 20:53:00+00:00
2025-11-25 20:54:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 20:54:00+00:00,87372.7734375,87372.7734375,87372.7734375,87372.7734375,0.0,2025-11-25 20:54:00+00:00
2025-11-25 20:55:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 20:55:00+00:00,87292.8984375,87292.8984375,87292.8984375,87292.8984375,360833024.0,2025-11-25 20:55:00+00:00
2025-11-25 20:57:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 20:57:00+00:00,87350.3515625,87350.3515625,87350.3515625,87350.3515625,15323136.0,2025-11-25 20:57:00+00:00
2025-11-25 20:58:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 20:58:00+00:00,87359.953125,87359.953125,87359.953125,87359.953125,0.0,2025-11-25 20:58:00+00:00
2025-11-25 20:59:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 20:59:00+00:00,87396.9609375,87396.9609375,87396.9609375,87396.9609375,104222720.0,2025-11-25 20:59:00+00:00
2025-11-25 21:00:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 21:00:00+00:00,87384.8671875,87384.8671875,87384.8671875,87384.8671875,4464640.0,2025-11-25 21:00:00+00:00
2025-11-25 21:01:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 21:01:00+00:00,87336.890625,87336.890625,87336.890625,87336.890625,0.0,2025-11-25 21:01:00+00:00
2025-11-25 21:03:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 21:03:00+00:00,87362.5859375,87362.5859375,87362.5859375,87362.5859375,0.0,2025-11-25 21:03:00+00:00
2025-11-25 21:04:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 21:04:00+00:00,87273.8046875,87273.8046875,87273.8046875,87273.8046875,0.0,2025-11-25 21:04:00+00:00
2025-11-25 21:05:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 21:05:00+00:00,87253.9140625,87253.9140625,87253.9140625,87253.9140625,0.0,2025-11-25 21:05:00+00:00
2025-11-25 21:06:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 21:06:00+00:00,87297.8984375,87297.8984375,87297.8984375,87297.8984375,0.0,2025-11-25 21:06:00+00:00
2025-11-25 21:08:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 21:08:00+00:00,87148.625,87148.625,87148.625,87148.625,0.0,2025-11-25 21:08:00+00:00
2025-11-25 21:09:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 21:09:00+00:00,87155.8046875,87155.8046875,87155.8046875,87155.8046875,0.0,2025-11-25 21:09:00+00:00
2025-11-25 21:10:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 21:10:00+00:00,87089.015625,87089.015625,87089.015625,87089.015625,0.0,2025-11-25 21:10:00+00:00
2025-11-25 21:11:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 21:11:00+00:00,87086.2890625,87086.2890625,87086.2890625,87086.2890625,0.0,2025-11-25 21:11:00+00:00
2025-11-25 21:12:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 21:12:00+00:00,87115.8984375,87115.8984375,87115.8984375,87115.8984375,457740288.0,2025-11-25 21:12:00+00:00
2025-11-25 21:13:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 21:13:00+00:00,87148.4296875,87148.4296875,87148.4296875,87148.4296875,112832512.0,2025-11-25 21:13:00+00:00
2025-11-25 21:15:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 21:15:00+00:00,87143.859375,87143.859375,87143.859375,87143.859375,0.0,2025-11-25 21:15:00+00:00
2025-11-25 21:16:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 21:16:00+00:00,87171.9453125,87171.9453125,87171.9453125,87171.9453125,376037376.0,2025-11-25 21:16:00+00:00
2025-11-25 21:17:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 21:17:00+00:00,87258.28125,87258.28125,87258.28125,87258.28125,8826880.0,2025-11-25 21:17:00+00:00
2025-11-25 21:18:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 21:18:00+00:00,87327.7734375,87327.7734375,87327.7734375,87327.7734375,49061888.0,2025-11-25 21:18:00+00:00
2025-11-25 21:20:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 21:20:00+00:00,87289.546875,87289.546875,87289.546875,87289.546875,55418880.0,2025-11-25 21:20:00+00:00
2025-11-25 21:21:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 21:21:00+00:00,87232.6640625,87232.6640625,87232.6640625,87232.6640625,0.0,2025-11-25 21:21:00+00:00
2025-11-25 21:22:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 21:22:00+00:00,87246.40625,87246.40625,87246.40625,87246.40625,290443264.0,2025-11-25 21:22:00+00:00
2025-11-25 21:23:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 21:23:00+00:00,87290.734375,87290.734375,87290.734375,87290.734375,28614656.0,2025-11-25 21:23:00+00:00
2025-11-25 21:24:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 21:24:00+00:00,87301.15625,87301.15625,87301.15625,87301.15625,0.0,2025-11-25 21:24:00+00:00
2025-11-25 21:26:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 21:26:00+00:00,87302.8125,87302.8125,87302.8125,87302.8125,0.0,2025-11-25 21:26:00+00:00
2025-11-25 21:27:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 21:27:00+00:00,87312.5703125,87312.5703125,87312.5703125,87312.5703125,28430336.0,2025-11-25 21:27:00+00:00
2025-11-25 21:28:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 21:28:00+00:00,87301.3203125,87301.3203125,87301.3203125,87301.3203125,0.0,2025-11-25 21:28:00+00:00
2025-11-25 21:29:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 21:29:00+00:00,87286.15625,87286.15625,87286.15625,87286.15625,130998272.0,2025-11-25 21:29:00+00:00
2025-11-25 21:30:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 21:30:00+00:00,87281.421875,87281.421875,87281.421875,87281.421875,0.0,2025-11-25 21:30:00+00:00
2025-11-25 21:32:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 21:32:00+00:00,87290.921875,87290.921875,87290.921875,87290.921875,0.0,2025-11-25 21:32:00+00:00
2025-11-25 21:33:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 21:33:00+00:00,87242.5078125,87242.5078125,87242.5078125,87242.5078125,341536768.0,2025-11-25 21:33:00+00:00
2025-11-25 21:34:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 21:34:00+00:00,87154.5,87154.5,87154.5,87154.5,0.0,2025-11-25 21:34:00+00:00
2025-11-25 21:35:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 21:35:00+00:00,87046.15625,87046.15625,87046.15625,87046.15625,0.0,2025-11-25 21:35:00+00:00
2025-11-25 21:36:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 21:36:00+00:00,87082.3046875,87082.3046875,87082.3046875,87082.3046875,91926528.0,2025-11-25 21:36:00+00:00
2025-11-25 21:38:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 21:38:00+00:00,87079.1328125,87079.1328125,87079.1328125,87079.1328125,0.0,2025-11-25 21:38:00+00:00
2025-11-25 21:39:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 21:39:00+00:00,87084.265625,87084.265625,87084.265625,87084.265625,25432064.0,2025-11-25 21:39:00+00:00
2025-11-25 21:40:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 21:40:00+00:00,87089.71875,87089.71875,87089.71875,87089.71875,0.0,2025-11-25 21:40:00+00:00
2025-11-25 21:41:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 21:41:00+00:00,87200.96875,87200.96875,87200.96875,87200.96875,123244544.0,2025-11-25 21:41:00+00:00
2025-11-25 21:43:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 21:43:00+00:00,87194.6953125,87194.6953125,87194.6953125,87194.6953125,0.0,2025-11-25 21:43:00+00:00
2025-11-25 21:44:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 21:44:00+00:00,87180.078125,87180.078125,87180.078125,87180.078125,38268928.0,2025-11-25 21:44:00+00:00
2025-11-25 21:46:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 21:46:00+00:00,87200.328125,87200.328125,87200.328125,87200.328125,0.0,2025-11-25 21:46:00+00:00
2025-11-25 21:47:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 21:47:00+00:00,87199.5390625,87199.5390625,87199.5390625,87199.5390625,0.0,2025-11-25 21:47:00+00:00
2025-11-25 21:48:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 21:48:00+00:00,87151.9375,87151.9375,87151.9375,87151.9375,283459584.0,2025-11-25 21:48:00+00:00
2025-11-25 21:49:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 21:49:00+00:00,87159.6484375,87159.6484375,87159.6484375,87159.6484375,0.0,2025-11-25 21:49:00+00:00
2025-11-25 21:51:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 21:51:00+00:00,87181.9765625,87181.9765625,87181.9765625,87181.9765625,70512640.0,2025-11-25 21:51:00+00:00
2025-11-25 21:52:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 21:52:00+00:00,87208.5625,87208.5625,87208.5625,87208.5625,85434368.0,2025-11-25 21:52:00+00:00
2025-11-25 21:53:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 21:53:00+00:00,87185.734375,87185.734375,87185.734375,87185.734375,0.0,2025-11-25 21:53:00+00:00
2025-11-25 21:54:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 21:54:00+00:00,87157.1171875,87157.1171875,87157.1171875,87157.1171875,477908992.0,2025-11-25 21:54:00+00:00
2025-11-25 21:55:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 21:55:00+00:00,87124.4375,87124.4375,87124.4375,87124.4375,0.0,2025-11-25 21:55:00+00:00
2025-11-25 21:57:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 21:57:00+00:00,87040.671875,87040.671875,87040.671875,87040.671875,345681920.0,2025-11-25 21:57:00+00:00
2025-11-25 21:58:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 21:58:00+00:00,86977.8984375,86977.8984375,86977.8984375,86977.8984375,0.0,2025-11-25 21:58:00+00:00
2025-11-25 21:59:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 21:59:00+00:00,87000.9296875,87000.9296875,87000.9296875,87000.9296875,4935680.0,2025-11-25 21:59:00+00:00
2025-11-25 22:00:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 22:00:00+00:00,86999.671875,86999.671875,86999.671875,86999.671875,0.0,2025-11-25 22:00:00+00:00
2025-11-25 22:01:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 22:01:00+00:00,86918.5,86918.5,86918.5,86918.5,116453376.0,2025-11-25 22:01:00+00:00
2025-11-25 22:02:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 22:02:00+00:00,86843.7734375,86843.7734375,86843.7734375,86843.7734375,0.0,2025-11-25 22:02:00+00:00
2025-11-25 22:04:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 22:04:00+00:00,86698.6328125,86698.6328125,86698.6328125,86698.6328125,464642048.0,2025-11-25 22:04:00+00:00
2025-11-25 22:05:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 22:05:00+00:00,86704.359375,86704.359375,86704.359375,86704.359375,0.0,2025-11-25 22:05:00+00:00
2025-11-25 22:06:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 22:06:00+00:00,86644.1640625,86644.1640625,86644.1640625,86644.1640625,0.0,2025-11-25 22:06:00+00:00
2025-11-25 22:07:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 22:07:00+00:00,86750.828125,86750.828125,86750.828125,86750.828125,274808832.0,2025-11-25 22:07:00+00:00
2025-11-25 22:08:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 22:08:00+00:00,86776.0625,86776.0625,86776.0625,86776.0625,0.0,2025-11-25 22:08:00+00:00
2025-11-25 22:10:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 22:10:00+00:00,86852.0,86852.0,86852.0,86852.0,524582912.0,2025-11-25 22:10:00+00:00
2025-11-25 22:11:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 22:11:00+00:00,86776.7421875,86776.7421875,86776.7421875,86776.7421875,14061568.0,2025-11-25 22:11:00+00:00
2025-11-25 22:12:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 22:12:00+00:00,86686.0,86686.0,86686.0,86686.0,0.0,2025-11-25 22:12:00+00:00
2025-11-25 22:13:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 22:13:00+00:00,86679.9609375,86679.9609375,86679.9609375,86679.9609375,0.0,2025-11-25 22:13:00+00:00
2025-11-25 22:14:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 22:14:00+00:00,86577.890625,86577.890625,86577.890625,86577.890625,0.0,2025-11-25 22:14:00+00:00
2025-11-25 22:15:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 22:15:00+00:00,86605.2578125,86605.2578125,86605.2578125,86605.2578125,11083776.0,2025-11-25 22:15:00+00:00
2025-11-25 22:17:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 22:17:00+00:00,86790.3203125,86790.3203125,86790.3203125,86790.3203125,500264960.0,2025-11-25 22:17:00+00:00
2025-11-25 22:18:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 22:18:00+00:00,86803.7265625,86803.7265625,86803.7265625,86803.7265625,0.0,2025-11-25 22:18:00+00:00
2025-11-25 22:19:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 22:19:00+00:00,86742.3671875,86742.3671875,86742.3671875,86742.3671875,395739136.0,2025-11-25 22:19:00+00:00
2025-11-25 22:20:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 22:20:00+00:00,86804.484375,86804.484375,86804.484375,86804.484375,0.0,2025-11-25 22:20:00+00:00
2025-11-25 22:21:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 22:21:00+00:00,86848.4296875,86848.4296875,86848.4296875,86848.4296875,0.0,2025-11-25 22:21:00+00:00
2025-11-25 22:23:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 22:23:00+00:00,86953.4375,86953.4375,86953.4375,86953.4375,0.0,2025-11-25 22:23:00+00:00
2025-11-25 22:24:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 22:24:00+00:00,86961.453125,86961.453125,86961.453125,86961.453125,0.0,2025-11-25 22:24:00+00:00
2025-11-25 22:25:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 22:25:00+00:00,87002.625,87002.625,87002.625,87002.625,269680640.0,2025-11-25 22:25:00+00:00
2025-11-25 22:26:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 22:26:00+00:00,87106.953125,87106.953125,87106.953125,87106.953125,2486513664.0,2025-11-25 22:26:00+00:00
2025-11-25 22:27:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 22:27:00+00:00,87096.2890625,87096.2890625,87096.2890625,87096.2890625,274432.0,2025-11-25 22:27:00+00:00
2025-11-25 22:29:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 22:29:00+00:00,87068.8125,87068.8125,87068.8125,87068.8125,224210944.0,2025-11-25 22:29:00+00:00
2025-11-25 22:30:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 22:30:00+00:00,87094.875,87094.875,87094.875,87094.875,0.0,2025-11-25 22:30:00+00:00
2025-11-25 22:31:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 22:31:00+00:00,87088.453125,87088.453125,87088.453125,87088.453125,0.0,2025-11-25 22:31:00+00:00
2025-11-25 22:32:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 22:32:00+00:00,87085.2265625,87085.2265625,87085.2265625,87085.2265625,47095808.0,2025-11-25 22:32:00+00:00
2025-11-25 22:34:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 22:34:00+00:00,87088.5625,87088.5625,87088.5625,87088.5625,0.0,2025-11-25 22:34:00+00:00
2025-11-25 22:35:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 22:35:00+00:00,87108.359375,87108.359375,87108.359375,87108.359375,117395456.0,2025-11-25 22:35:00+00:00
2025-11-25 22:37:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 22:37:00+00:00,87221.078125,87221.078125,87221.078125,87221.078125,258064384.0,2025-11-25 22:37:00+00:00
2025-11-25 22:38:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 22:38:00+00:00,87273.453125,87273.453125,87273.453125,87273.453125,0.0,2025-11-25 22:38:00+00:00
2025-11-25 22:39:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 22:39:00+00:00,87289.8515625,87289.8515625,87289.8515625,87289.8515625,0.0,2025-11-25 22:39:00+00:00
2025-11-25 22:40:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 22:40:00+00:00,87451.59375,87451.59375,87451.59375,87451.59375,332140544.0,2025-11-25 22:40:00+00:00
2025-11-25 22:41:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 22:41:00+00:00,87520.5078125,87520.5078125,87520.5078125,87520.5078125,0.0,2025-11-25 22:41:00+00:00
2025-11-25 22:42:00+00:00,BTC-USD,Bitcoin / US Dollar,2025-11-25 22:42:00+00:00,87351.1796875,87351.1796875,87351.1796875,87351.1796875,283328512.0,2025-11-25 22:42:00+00:00
